,date,work,composer
16002,1946-01-22,Il barbiere di Siviglia,Gioacchino Rossini
16003,1946-01-23,Boris Godunov,Modest Petrovič Musorgskij
16004,1946-01-24,Eva,Josef Bohuslav Foerster
16005,1946-01-25,Rusalka,Antonín Dvořák
16006,1946-01-27,Rusalka,Antonín Dvořák
16007,1946-01-27,The Two Widows,Bedřich Smetana
16008,1946-01-29,The Two Widows,Bedřich Smetana
16009,1946-01-30,Lantern,Vítězslav Novák
16010,1946-01-31,Zvíkovský rarášek,Vítězslav Novák
16011,1946-01-31,Poupě,Otakar Ostrčil
16012,1946-02-01,The Two Widows,Bedřich Smetana
16013,1946-02-03,The Kiss,Bedřich Smetana
16014,1946-02-03,Rusalka,Antonín Dvořák
16015,1946-02-04,Rusalka,Antonín Dvořák
16016,1946-02-06,Boris Godunov,Modest Petrovič Musorgskij
16017,1946-02-08,The Kiss,Bedřich Smetana
16018,1946-02-09,The Bartered Bride,Bedřich Smetana
16019,1946-02-09,Libuše,Bedřich Smetana
16020,1946-02-10,Zvíkovský rarášek,Vítězslav Novák
16021,1946-02-10,V studni,Vilém Blodek
16022,1946-02-10,Eva,Josef Bohuslav Foerster
16023,1946-02-11,Šárka,Zdeněk Fibich
16024,1946-02-12,The Bartered Bride,Bedřich Smetana
16025,1946-02-13,Dalibor,Bedřich Smetana
16026,1946-02-15,The Bartered Bride,Bedřich Smetana
16027,1946-02-16,The Two Widows,Bedřich Smetana
16028,1946-02-16,Šelma sedlák,Antonín Dvořák
16029,1946-02-17,Il barbiere di Siviglia,Gioacchino Rossini
16030,1946-02-17,Šárka,Zdeněk Fibich
16031,1946-02-19,The Bartered Bride,Bedřich Smetana
16032,1946-02-21,Rusalka,Antonín Dvořák
16033,1946-02-23,Šelma sedlák,Antonín Dvořák
16034,1946-02-23,Il barbiere di Siviglia,Gioacchino Rossini
16035,1946-02-26,Boris Godunov,Modest Petrovič Musorgskij
16036,1946-02-28,The Kiss,Bedřich Smetana
16037,1946-03-01,The Two Widows,Bedřich Smetana
16038,1946-03-02,Dráteník,František Škroup
16039,1946-03-02,Psohlavci,Karel Kovařovic
16040,1946-03-03,Šárka,Zdeněk Fibich
16041,1946-03-04,Psohlavci,Karel Kovařovic
16042,1946-03-06,Lantern,Vítězslav Novák
16043,1946-03-07,Psohlavci,Karel Kovařovic
16044,1946-03-09,Psohlavci,Karel Kovařovic
16045,1946-03-10,The Bartered Bride,Bedřich Smetana
16046,1946-03-10,Dalibor,Bedřich Smetana
16047,1946-03-12,Šárka,Zdeněk Fibich
16048,1946-03-13,The Two Widows,Bedřich Smetana
16049,1946-03-15,Jenůfa,Leoš Janáček
16050,1946-03-16,The Kiss,Bedřich Smetana
16051,1946-03-16,Boris Godunov,Modest Petrovič Musorgskij
16052,1946-03-17,The Kiss,Bedřich Smetana
16053,1946-03-17,Jenůfa,Leoš Janáček
16054,1946-03-18,The Kiss,Bedřich Smetana
16055,1946-03-19,Jenůfa,Leoš Janáček
16056,1946-03-20,Eva,Josef Bohuslav Foerster
16057,1946-03-21,The Bartered Bride,Bedřich Smetana
16058,1946-03-23,Il barbiere di Siviglia,Gioacchino Rossini
16059,1946-03-23,Libuše,Bedřich Smetana
16060,1946-03-26,Psohlavci,Karel Kovařovic
16061,1946-03-27,Šelma sedlák,Antonín Dvořák
16062,1946-03-29,Messinská nevěsta,Zdeněk Fibich
16063,1946-03-30,Rusalka,Antonín Dvořák
16064,1946-03-30,The Bartered Bride,Bedřich Smetana
16065,1946-03-31,The Kiss,Bedřich Smetana
16066,1946-03-31,Libuše,Bedřich Smetana
16067,1946-04-01,Jenůfa,Leoš Janáček
16068,1946-04-02,Libuše,Bedřich Smetana
16069,1946-04-03,The Kiss,Bedřich Smetana
16070,1946-04-05,Psohlavci,Karel Kovařovic
16071,1946-04-06,Libuše,Bedřich Smetana
16072,1946-04-07,The Bartered Bride,Bedřich Smetana
16073,1946-04-08,Dalibor,Bedřich Smetana
16074,1946-04-09,Lantern,Vítězslav Novák
16075,1946-04-11,The Bartered Bride,Bedřich Smetana
16076,1946-04-13,Rusalka,Antonín Dvořák
16077,1946-04-14,Messinská nevěsta,Zdeněk Fibich
16078,1946-04-15,The Kiss,Bedřich Smetana
16079,1946-04-16,Eva,Josef Bohuslav Foerster
16080,1946-04-17,Psohlavci,Karel Kovařovic
16081,1946-04-21,The Two Widows,Bedřich Smetana
16082,1946-04-21,The Bartered Bride,Bedřich Smetana
16083,1946-04-22,Šelma sedlák,Antonín Dvořák
16084,1946-04-22,Braniboři v Čechách,Bedřich Smetana
16085,1946-04-23,The Kiss,Bedřich Smetana
16086,1946-04-24,Rusalka,Antonín Dvořák
16087,1946-04-27,Rusalka,Antonín Dvořák
16088,1946-04-28,Messinská nevěsta,Zdeněk Fibich
16089,1946-04-29,Rusalka,Antonín Dvořák
16090,1946-04-30,Marysha,Emil František Burian
16091,1946-05-03,Marysha,Emil František Burian
16092,1946-05-04,Eva,Josef Bohuslav Foerster
16093,1946-05-04,Psohlavci,Karel Kovařovic
16094,1946-05-05,Šelma sedlák,Antonín Dvořák
16095,1946-05-05,Braniboři v Čechách,Bedřich Smetana
16096,1946-05-06,The Bartered Bride,Bedřich Smetana
16097,1946-05-08,Marysha,Emil František Burian
16098,1946-05-09,Dalibor,Bedřich Smetana
16099,1946-05-11,Marysha,Emil František Burian
16100,1946-05-12,The Kiss,Bedřich Smetana
16101,1946-05-12,Libuše,Bedřich Smetana
16102,1946-05-13,Šárka,Zdeněk Fibich
16103,1946-05-15,The Two Widows,Bedřich Smetana
16104,1946-05-16,Eva,Josef Bohuslav Foerster
16105,1946-05-17,The Secret,Bedřich Smetana
16106,1946-05-18,Šelma sedlák,Antonín Dvořák
16107,1946-05-19,Jenůfa,Leoš Janáček
16108,1946-05-19,The Kiss,Bedřich Smetana
16109,1946-05-20,The Kiss,Bedřich Smetana
16110,1946-05-21,The Secret,Bedřich Smetana
16111,1946-05-22,The Secret,Bedřich Smetana
16112,1946-05-24,Dalibor,Bedřich Smetana
16113,1946-05-25,Jenůfa,Leoš Janáček
16114,1946-05-26,Boris Godunov,Modest Petrovič Musorgskij
16115,1946-05-27,The Secret,Bedřich Smetana
16116,1946-05-28,Jenůfa,Leoš Janáček
16117,1946-05-30,The Bartered Bride,Bedřich Smetana
16118,1946-05-31,Jenůfa,Leoš Janáček
16119,1946-06-01,Rusalka,Antonín Dvořák
16120,1946-06-01,Zvíkovský rarášek,Vítězslav Novák
16121,1946-06-01,Poupě,Otakar Ostrčil
16122,1946-06-02,The Devil’s Wall,Bedřich Smetana
16123,1946-06-03,Messinská nevěsta,Zdeněk Fibich
16124,1946-06-04,The Bartered Bride,Bedřich Smetana
16125,1946-06-06,Marysha,Emil František Burian
16126,1946-06-07,The Secret,Bedřich Smetana
16127,1946-06-08,The Devil’s Wall,Bedřich Smetana
16128,1946-06-09,The Two Widows,Bedřich Smetana
16129,1946-06-09,Psohlavci,Karel Kovařovic
16130,1946-06-10,The Devil’s Wall,Bedřich Smetana
16131,1946-06-12,The Bartered Bride,Bedřich Smetana
16132,1946-06-12,Rusalka,Antonín Dvořák
16133,1946-06-13,Šárka,Zdeněk Fibich
16134,1946-06-14,Šelma sedlák,Antonín Dvořák
16135,1946-06-15,The Kiss,Bedřich Smetana
16136,1946-06-15,Dalibor,Bedřich Smetana
16137,1946-06-16,Boris Godunov,Modest Petrovič Musorgskij
16138,1946-06-17,Jenůfa,Leoš Janáček
16139,1946-06-19,The Bartered Bride,Bedřich Smetana
16140,1946-06-20,Rusalka,Antonín Dvořák
16141,1946-06-21,The Secret,Bedřich Smetana
16142,1946-06-22,The Bartered Bride,Bedřich Smetana
16143,1946-06-22,Tvrdé palice,Antonín Dvořák
16144,1946-06-23,Tvrdé palice,Antonín Dvořák
16145,1946-06-23,Eva,Josef Bohuslav Foerster
16146,1946-06-24,Rusalka,Antonín Dvořák
16147,1946-06-26,The Secret,Bedřich Smetana
16148,1946-06-27,Rusalka,Antonín Dvořák
16149,1946-06-28,Tvrdé palice,Antonín Dvořák
16150,1946-06-29,Jenůfa,Leoš Janáček
16151,1946-06-30,The Secret,Bedřich Smetana
16152,1946-06-30,The Kiss,Bedřich Smetana
16153,1946-07-02,Rusalka,Antonín Dvořák
16154,1946-07-03,The Bartered Bride,Bedřich Smetana
16155,1946-07-04,The Jacobin,Antonín Dvořák
16156,1946-07-05,The Jacobin,Antonín Dvořák
16157,1946-07-06,The Jacobin,Antonín Dvořák
16158,1945-09-13,Šelma sedlák,Antonín Dvořák
16159,1945-09-16,The Two Widows,Bedřich Smetana
16160,1945-09-22,Dráteník,František Škroup
16161,1945-10-27,The Two Widows,Bedřich Smetana
16162,1945-10-27,The Two Widows,Bedřich Smetana
16163,1945-11-04,The Two Widows,Bedřich Smetana
16164,1945-11-04,The Kiss,Bedřich Smetana
16165,1945-11-07,Šelma sedlák,Antonín Dvořák
16166,1945-12-05,Il barbiere di Siviglia,Gioacchino Rossini
16167,1945-12-09,Il barbiere di Siviglia,Gioacchino Rossini
16168,1945-12-13,Il barbiere di Siviglia,Gioacchino Rossini
16169,1945-12-19,The Two Widows,Bedřich Smetana
16170,1946-01-06,The Kiss,Bedřich Smetana
16171,1946-01-06,Il barbiere di Siviglia,Gioacchino Rossini
16172,1946-01-08,Šelma sedlák,Antonín Dvořák
16173,1946-01-19,Il barbiere di Siviglia,Gioacchino Rossini
16174,1946-01-19,The Kiss,Bedřich Smetana
16175,1946-01-26,The Kiss,Bedřich Smetana
16176,1946-01-26,Šelma sedlák,Antonín Dvořák
16177,1946-02-02,Dráteník,František Škroup
16178,1946-02-02,Šelma sedlák,Antonín Dvořák
16179,1946-02-05,Il barbiere di Siviglia,Gioacchino Rossini
16180,1946-02-20,The Kiss,Bedřich Smetana
16181,1946-02-27,The Two Widows,Bedřich Smetana
16182,1946-03-05,The Kiss,Bedřich Smetana
16183,1946-04-25,Il barbiere di Siviglia,Gioacchino Rossini
16184,1946-05-10,The Two Widows,Bedřich Smetana
16185,1946-06-16,The Kiss,Bedřich Smetana
16186,1946-08-29,The Jacobin,Antonín Dvořák
16187,1946-08-30,The Kiss,Bedřich Smetana
16188,1946-08-31,Tvrdé palice,Antonín Dvořák
16189,1946-09-01,Šelma sedlák,Antonín Dvořák
16190,1946-09-01,Rusalka,Antonín Dvořák
16191,1946-09-02,The Secret,Bedřich Smetana
16192,1946-09-03,The Jacobin,Antonín Dvořák
16193,1946-09-05,Šárka,Zdeněk Fibich
16194,1946-09-06,The Two Widows,Bedřich Smetana
16195,1946-09-07,Rusalka,Antonín Dvořák
16196,1946-09-08,Pozdvižení v Efesu,Iša Krejčí
16197,1946-09-10,Boris Godunov,Modest Petrovič Musorgskij
16198,1946-09-11,Pozdvižení v Efesu,Iša Krejčí
16199,1946-09-12,Šelma sedlák,Antonín Dvořák
16200,1946-09-13,Messinská nevěsta,Zdeněk Fibich
16201,1946-09-14,The Jacobin,Antonín Dvořák
16202,1946-09-15,Pozdvižení v Efesu,Iša Krejčí
16203,1946-09-16,Jenůfa,Leoš Janáček
16204,1946-09-17,The Bartered Bride,Bedřich Smetana
16205,1946-09-18,Šárka,Zdeněk Fibich
16206,1946-09-20,Rusalka,Antonín Dvořák
16207,1946-09-21,The Two Widows,Bedřich Smetana
16208,1946-09-22,The Kiss,Bedřich Smetana
16209,1946-09-22,Armida,Antonín Dvořák
16210,1946-09-23,Pozdvižení v Efesu,Iša Krejčí
16211,1946-09-24,Dalibor,Bedřich Smetana
16212,1946-09-25,Armida,Antonín Dvořák
16213,1946-09-26,The Secret,Bedřich Smetana
16214,1946-09-28,The Secret,Bedřich Smetana
16215,1946-09-28,The Jacobin,Antonín Dvořák
16216,1946-09-29,Tvrdé palice,Antonín Dvořák
16217,1946-09-29,Libuše,Bedřich Smetana
16218,1946-09-30,Boris Godunov,Modest Petrovič Musorgskij
16219,1946-10-01,The Two Widows,Bedřich Smetana
16220,1946-10-02,Armida,Antonín Dvořák
16221,1946-10-04,Eva,Josef Bohuslav Foerster
16222,1946-10-05,The Bartered Bride,Bedřich Smetana
16223,1946-10-05,Pozdvižení v Efesu,Iša Krejčí
16224,1946-10-06,Messinská nevěsta,Zdeněk Fibich
16225,1946-10-07,Psohlavci,Karel Kovařovic
16226,1946-10-08,The Secret,Bedřich Smetana
16227,1946-10-10,The Two Widows,Bedřich Smetana
16228,1946-10-11,The Bartered Bride,Bedřich Smetana
16229,1946-10-12,The Jacobin,Antonín Dvořák
16230,1946-10-12,Pozdvižení v Efesu,Iša Krejčí
16231,1946-10-13,Eva,Josef Bohuslav Foerster
16232,1946-10-14,Rusalka,Antonín Dvořák
16233,1946-10-15,Šárka,Zdeněk Fibich
16234,1946-10-16,The Jacobin,Antonín Dvořák
16235,1946-10-17,Jenůfa,Leoš Janáček
16236,1946-10-19,The Kiss,Bedřich Smetana
16237,1946-10-19,The Kiss,Bedřich Smetana
16238,1946-10-20,Dalibor,Bedřich Smetana
16239,1946-10-21,The Secret,Bedřich Smetana
16240,1946-10-22,Rusalka,Antonín Dvořák
16241,1946-10-24,The Two Widows,Bedřich Smetana
16242,1946-10-25,The Bartered Bride,Bedřich Smetana
16243,1946-10-26,The Jacobin,Antonín Dvořák
16244,1946-10-27,The Kiss,Bedřich Smetana
16245,1946-10-27,The Jacobin,Antonín Dvořák
16246,1946-10-28,The Bartered Bride,Bedřich Smetana
16247,1946-10-28,Libuše,Bedřich Smetana
16248,1946-10-29,The Bartered Bride,Bedřich Smetana
16249,1946-10-30,The Kiss,Bedřich Smetana
16250,1946-11-01,Rusalka,Antonín Dvořák
16251,1946-11-02,Psohlavci,Karel Kovařovic
16252,1946-11-03,The Bartered Bride,Bedřich Smetana
16253,1946-11-03,Rusalka,Antonín Dvořák
16254,1946-11-05,Eva,Josef Bohuslav Foerster
16255,1946-11-06,The Kiss,Bedřich Smetana
16256,1946-11-07,Boris Godunov,Modest Petrovič Musorgskij
16257,1946-11-08,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16258,1946-11-09,Dalibor,Bedřich Smetana
16259,1946-11-10,The Two Widows,Bedřich Smetana
16260,1946-11-10,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16261,1946-11-12,Rusalka,Antonín Dvořák
16262,1946-11-13,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16263,1946-11-15,Armida,Antonín Dvořák
16264,1946-11-16,The Bartered Bride,Bedřich Smetana
16265,1946-11-16,The Jacobin,Antonín Dvořák
16266,1946-11-17,Šárka,Zdeněk Fibich
16267,1946-11-18,Libuše,Bedřich Smetana
16268,1946-11-20,The Jacobin,Antonín Dvořák
16269,1946-11-22,The Jacobin,Antonín Dvořák
16270,1946-11-23,The Kiss,Bedřich Smetana
16271,1946-11-25,Dalibor,Bedřich Smetana
16272,1946-11-28,Rusalka,Antonín Dvořák
16273,1946-11-30,The Jacobin,Antonín Dvořák
16274,1946-11-30,The Bartered Bride,Bedřich Smetana
16275,1946-12-01,The Two Widows,Bedřich Smetana
16276,1946-12-02,Pozdvižení v Efesu,Iša Krejčí
16277,1946-12-04,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16278,1946-12-05,Zvíkovský rarášek,Vítězslav Novák
16279,1946-12-05,Tvrdé palice,Antonín Dvořák
16280,1946-12-06,Fidelio,Ludwig van Beethoven
16281,1946-12-07,The Secret,Bedřich Smetana
16282,1946-12-07,The Bartered Bride,Bedřich Smetana
16283,1946-12-08,Fidelio,Ludwig van Beethoven
16284,1946-12-09,Boris Godunov,Modest Petrovič Musorgskij
16285,1946-12-11,Fidelio,Ludwig van Beethoven
16286,1946-12-12,Jenůfa,Leoš Janáček
16287,1946-12-13,The Bartered Bride,Bedřich Smetana
16288,1946-12-14,Dalibor,Bedřich Smetana
16289,1946-12-14,The Secret,Bedřich Smetana
16290,1946-12-15,The Jacobin,Antonín Dvořák
16291,1946-12-16,Fidelio,Ludwig van Beethoven
16292,1946-12-18,Šárka,Zdeněk Fibich
16293,1946-12-19,Don Carlos,Giuseppe Verdi
16294,1946-12-21,The Kiss,Bedřich Smetana
16295,1946-12-21,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16296,1946-12-22,The Bartered Bride,Bedřich Smetana
16297,1946-12-22,Rusalka,Antonín Dvořák
16298,1946-12-23,Fidelio,Ludwig van Beethoven
16299,1946-12-25,The Bartered Bride,Bedřich Smetana
16300,1946-12-25,Dalibor,Bedřich Smetana
16301,1946-12-26,Rusalka,Antonín Dvořák
16302,1946-12-26,The Two Widows,Bedřich Smetana
16303,1946-12-28,The Kiss,Bedřich Smetana
16304,1946-12-28,Don Carlos,Giuseppe Verdi
16305,1946-12-29,Eva,Josef Bohuslav Foerster
16306,1946-12-31,Il barbiere di Siviglia,Gioacchino Rossini
16307,1947-01-01,The Two Widows,Bedřich Smetana
16308,1947-01-01,The Devil’s Wall,Bedřich Smetana
16309,1947-01-02,Jenůfa,Leoš Janáček
16310,1947-01-04,The Bartered Bride,Bedřich Smetana
16311,1947-01-04,Rusalka,Antonín Dvořák
16312,1947-01-05,Fidelio,Ludwig van Beethoven
16313,1947-01-06,Psohlavci,Karel Kovařovic
16314,1947-01-07,Marysha,Emil František Burian
16315,1947-01-09,Braniboři v Čechách,Bedřich Smetana
16316,1947-01-10,The Jacobin,Antonín Dvořák
16317,1947-01-11,The Secret,Bedřich Smetana
16318,1947-01-11,Don Carlos,Giuseppe Verdi
16319,1947-01-12,The Kiss,Bedřich Smetana
16320,1947-01-12,Šárka,Zdeněk Fibich
16321,1947-01-13,Eva,Josef Bohuslav Foerster
16322,1947-01-14,The Secret,Bedřich Smetana
16323,1947-01-16,Dalibor,Bedřich Smetana
16324,1947-01-17,Marysha,Emil František Burian
16325,1947-01-18,The Jacobin,Antonín Dvořák
16326,1947-01-19,The Bartered Bride,Bedřich Smetana
16327,1947-01-19,Marysha,Emil František Burian
16328,1947-01-21,Don Carlos,Giuseppe Verdi
16329,1947-01-22,The Two Widows,Bedřich Smetana
16330,1947-01-23,Rusalka,Antonín Dvořák
16331,1947-01-24,Il barbiere di Siviglia,Gioacchino Rossini
16332,1947-01-25,Dalibor,Bedřich Smetana
16333,1947-01-26,The Kiss,Bedřich Smetana
16334,1947-01-26,Braniboři v Čechách,Bedřich Smetana
16335,1947-01-30,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16336,1947-01-31,Jenůfa,Leoš Janáček
16337,1947-02-01,Fidelio,Ludwig van Beethoven
16338,1947-02-01,The Bartered Bride,Bedřich Smetana
16339,1947-02-02,The Kiss,Bedřich Smetana
16340,1947-02-02,Don Carlos,Giuseppe Verdi
16341,1947-02-04,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16342,1947-02-05,Pozdvižení v Efesu,Iša Krejčí
16343,1947-02-06,The Devil’s Wall,Bedřich Smetana
16344,1947-02-07,Lantern,Vítězslav Novák
16345,1947-02-08,Šárka,Zdeněk Fibich
16346,1947-02-09,The Bartered Bride,Bedřich Smetana
16347,1947-02-09,Dalibor,Bedřich Smetana
16348,1947-02-10,Lantern,Vítězslav Novák
16349,1947-02-11,Eva,Josef Bohuslav Foerster
16350,1947-02-12,Marysha,Emil František Burian
16351,1947-02-14,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16352,1947-02-15,Rusalka,Antonín Dvořák
16353,1947-02-16,Armida,Antonín Dvořák
16354,1947-02-18,Fidelio,Ludwig van Beethoven
16355,1947-02-19,The Secret,Bedřich Smetana
16356,1947-02-20,Jenůfa,Leoš Janáček
16357,1947-02-21,Don Carlos,Giuseppe Verdi
16358,1947-02-22,The Two Widows,Bedřich Smetana
16359,1947-02-23,Il barbiere di Siviglia,Gioacchino Rossini
16360,1947-02-23,The Bartered Bride,Bedřich Smetana
16361,1947-02-24,Il barbiere di Siviglia,Gioacchino Rossini
16362,1947-02-26,Dalibor,Bedřich Smetana
16363,1947-02-27,The Jacobin,Antonín Dvořák
16364,1947-02-28,Kupec benátský,Josef Bohuslav Foerster
16365,1947-03-01,Libuše,Bedřich Smetana
16366,1947-03-02,The Kiss,Bedřich Smetana
16367,1947-03-02,The Two Widows,Bedřich Smetana
16368,1947-03-03,Kupec benátský,Josef Bohuslav Foerster
16369,1947-03-04,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16370,1947-03-06,Lantern,Vítězslav Novák
16371,1947-03-07,The Devil’s Wall,Bedřich Smetana
16372,1947-03-08,The Bartered Bride,Bedřich Smetana
16373,1947-03-09,The Jacobin,Antonín Dvořák
16374,1947-03-10,The Jacobin,Antonín Dvořák
16375,1947-03-11,Rusalka,Antonín Dvořák
16376,1947-03-12,Kupec benátský,Josef Bohuslav Foerster
16377,1947-03-14,Kupec benátský,Josef Bohuslav Foerster
16378,1947-03-15,The Secret,Bedřich Smetana
16379,1947-03-15,The Jacobin,Antonín Dvořák
16380,1947-03-16,The Bartered Bride,Bedřich Smetana
16381,1947-03-18,The Bartered Bride,Bedřich Smetana
16382,1947-03-19,Il barbiere di Siviglia,Gioacchino Rossini
16383,1947-03-21,The Bartered Bride,Bedřich Smetana
16384,1947-03-22,The Two Widows,Bedřich Smetana
16385,1947-03-23,Armida,Antonín Dvořák
16386,1947-03-25,Kupec benátský,Josef Bohuslav Foerster
16387,1947-03-26,Psohlavci,Karel Kovařovic
16388,1947-03-27,Rusalka,Antonín Dvořák
16389,1947-03-29,The Kiss,Bedřich Smetana
16390,1947-03-29,The Secret,Bedřich Smetana
16391,1947-04-02,Armida,Antonín Dvořák
16392,1947-04-07,Lantern,Vítězslav Novák
16393,1947-04-10,The Bartered Bride,Bedřich Smetana
16394,1947-04-11,Dalibor,Bedřich Smetana
16395,1947-04-12,Rusalka,Antonín Dvořák
16396,1947-04-13,The Two Widows,Bedřich Smetana
16397,1947-04-13,Armida,Antonín Dvořák
16398,1947-04-14,The Secret,Bedřich Smetana
16399,1947-04-15,Psohlavci,Karel Kovařovic
16400,1947-04-17,The Bartered Bride,Bedřich Smetana
16401,1947-04-18,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16402,1947-04-19,The Bartered Bride,Bedřich Smetana
16403,1947-04-20,Braniboři v Čechách,Bedřich Smetana
16404,1947-04-21,The Jacobin,Antonín Dvořák
16405,1947-04-22,Šárka,Zdeněk Fibich
16406,1947-04-23,Il barbiere di Siviglia,Gioacchino Rossini
16407,1947-04-25,Katya Kabanova,Leoš Janáček
16408,1947-04-26,The Secret,Bedřich Smetana
16409,1947-04-26,Kupec benátský,Josef Bohuslav Foerster
16410,1947-04-27,Katya Kabanova,Leoš Janáček
16411,1947-04-29,Katya Kabanova,Leoš Janáček
16412,1947-04-30,Libuše,Bedřich Smetana
16413,1947-05-02,The Jacobin,Antonín Dvořák
16414,1947-05-03,The Bartered Bride,Bedřich Smetana
16415,1947-05-03,Libuše,Bedřich Smetana
16416,1947-05-04,Šárka,Zdeněk Fibich
16417,1947-05-04,Rusalka,Antonín Dvořák
16418,1947-05-05,Braniboři v Čechách,Bedřich Smetana
16419,1947-05-07,Katya Kabanova,Leoš Janáček
16420,1947-05-08,Dalibor,Bedřich Smetana
16421,1947-05-09,Libuše,Bedřich Smetana
16422,1947-05-10,The Bartered Bride,Bedřich Smetana
16423,1947-05-10,Eugen Onegin,Pyotr Ilyich Tchaikovsky
16424,1947-05-12,The Two Widows,Bedřich Smetana
16425,1947-05-13,The Marriage of Figaro,Wolfgang Amadeus Mozart
16426,1947-05-15,Katya Kabanova,Leoš Janáček
16427,1947-05-17,Rusalka,Antonín Dvořák
16428,1947-05-17,Šárka,Zdeněk Fibich
16429,1947-05-18,The Bartered Bride,Bedřich Smetana
16430,1947-05-18,Dalibor,Bedřich Smetana
16431,1947-05-20,The Bartered Bride,Bedřich Smetana
16432,1947-05-21,Pozdvižení v Efesu,Iša Krejčí
16433,1947-05-22,Katya Kabanova,Leoš Janáček
16434,1947-05-23,Eva,Josef Bohuslav Foerster
16435,1947-05-24,Honzovo království,Otakar Ostrčil
16436,1947-05-25,The Secret,Bedřich Smetana
16437,1947-05-25,Libuše,Bedřich Smetana
16438,1947-05-26,The Bartered Bride,Bedřich Smetana
16439,1947-05-26,Rusalka,Antonín Dvořák
16440,1947-05-27,Honzovo království,Otakar Ostrčil
16441,1947-05-29,Honzovo království,Otakar Ostrčil
